Order ID,Order Date,Ship Date,Ship Mode,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-10425,2024-01-27,2024-01-30,Standard Class,Consumer,West,California,Furniture,Furnishings,361.89,2,0.15,0.0
ORD-10426,2024-11-11,2024-11-17,Standard Class,Corporate,East,New Jersey,Office Supplies,Storage,185.88,3,0.2,22.31
ORD-10427,2023-10-17,2023-10-22,Same Day,Corporate,Central,Ohio,Technology,Accessories,349.89,1,0.0,62.98
ORD-10428,2025-12-28,2026-01-03,First Class,Consumer,East,Pennsylvania,Furniture,Furnishings,1419.54,6,0.1,56.78
ORD-10429,2023-09-28,2023-10-01,Standard Class,Consumer,East,New York,Furniture,Bookcases,950.0,3,0.15,0.0
ORD-10430,2025-09-05,2025-09-07,Standard Class,Consumer,West,Oregon,Office Supplies,Art,369.76,9,0.15,59.16
ORD-10431,2024-04-02,2024-04-07,Standard Class,Corporate,South,North Carolina,Technology,Accessories,1385.85,4,0.4,-194.02
ORD-10432,2025-01-14,2025-01-20,Standard Class,Corporate,East,Pennsylvania,Office Supplies,Binders,138.61,4,0.0,38.81
ORD-10433,2024-10-08,2024-10-09,First Class,Corporate,South,Georgia,Technology,Machines,694.32,1,0.5,-152.75
ORD-10434,2024-10-11,2024-10-13,Standard Class,Consumer,East,Pennsylvania,Furniture,Tables,3532.55,9,0.0,423.91
ORD-10435,2023-07-29,2023-07-30,Standard Class,Consumer,South,North Carolina,Office Supplies,Art,173.08,6,0.1,34.62
ORD-10436,2023-02-10,2023-02-14,Standard Class,Consumer,South,Florida,Furniture,Tables,780.18,2,0.4,-156.04
ORD-10437,2024-09-01,2024-09-08,Standard Class,Corporate,Central,Ohio,Office Supplies,Storage,159.97,7,0.1,31.99
ORD-10438,2023-01-20,2023-01-24,First Class,Corporate,Central,Illinois,Technology,Copiers,1019.34,2,0.0,183.48
ORD-10439,2024-10-18,2024-10-20,First Class,Home Office,Central,Illinois,Office Supplies,Paper,405.66,7,0.1,81.13
ORD-10440,2023-10-20,2023-10-25,Standard Class,Consumer,Central,Michigan,Office Supplies,Art,37.6,1,0.0,10.53
ORD-10441,2023-07-06,2023-07-11,Standard Class,Consumer,Central,Michigan,Technology,Machines,1646.76,3,0.0,296.42
ORD-10442,2025-12-04,2025-12-06,Standard Class,Consumer,East,Massachusetts,Furniture,Furnishings,1145.74,5,0.1,45.83
ORD-10443,2023-08-05,2023-08-12,First Class,Consumer,Central,Texas,Office Supplies,Paper,534.16,9,0.5,-64.1
ORD-10444,2023-03-26,2023-03-27,Standard Class,Consumer,East,New York,Office Supplies,Art,300.08,5,0.3,12.0
ORD-10445,2024-01-31,2024-02-01,Standard Class,Corporate,East,New Jersey,Office Supplies,Binders,105.35,2,0.5,-12.64
ORD-10446,2025-06-07,2025-06-13,Standard Class,Consumer,West,California,Furniture,Tables,416.83,1,0.4,-83.37
ORD-10447,2025-05-22,2025-05-23,Same Day,Corporate,South,Florida,Technology,Machines,4995.4,7,0.15,299.72
ORD-10448,2025-03-17,2025-03-21,Second Class,Consumer,Central,Michigan,Office Supplies,Binders,376.78,8,0.1,75.36
ORD-10449,2023-12-27,2023-12-29,First Class,Consumer,Central,Michigan,Office Supplies,Paper,293.12,7,0.2,35.17
ORD-10450,2025-04-21,2025-04-22,Standard Class,Corporate,West,California,Office Supplies,Binders,429.86,7,0.4,-17.19
ORD-10451,2023-11-13,2023-11-17,Standard Class,Consumer,South,Tennessee,Office Supplies,Art,192.63,4,0.3,7.71
ORD-10452,2025-06-01,2025-06-07,Second Class,Consumer,West,Arizona,Office Supplies,Paper,522.96,9,0.0,146.43
ORD-10453,2025-02-22,2025-02-23,Standard Class,Home Office,South,Florida,Technology,Copiers,2552.03,4,0.3,-153.12
ORD-10454,2025-10-27,2025-10-31,First Class,Consumer,Central,Ohio,Office Supplies,Paper,212.64,5,0.0,59.54
ORD-10455,2023-09-09,2023-09-12,Same Day,Consumer,West,Washington,Technology,Phones,2941.61,5,0.1,294.16
ORD-10456,2024-08-30,2024-09-05,Second Class,Consumer,East,Massachusetts,Office Supplies,Art,325.29,9,0.15,52.05
ORD-10457,2023-04-30,2023-05-06,First Class,Consumer,Central,Texas,Office Supplies,Binders,146.66,4,0.0,41.06
ORD-10458,2023-05-17,2023-05-24,Second Class,Corporate,South,Florida,Office Supplies,Storage,309.27,9,0.2,37.11
ORD-10459,2024-11-09,2024-11-12,Standard Class,Consumer,Central,Michigan,Office Supplies,Binders,394.55,7,0.0,110.47
ORD-10460,2023-02-07,2023-02-11,Standard Class,Home Office,East,New Jersey,Technology,Copiers,4061.2,9,0.1,406.12
ORD-10461,2023-04-10,2023-04-17,Standard Class,Consumer,Central,Illinois,Office Supplies,Art,344.77,8,0.15,55.16
ORD-10462,2023-01-20,2023-01-27,Standard Class,Consumer,West,Oregon,Technology,Accessories,2797.0,4,0.1,279.7
ORD-10463,2023-02-05,2023-02-08,Standard Class,Corporate,West,Oregon,Furniture,Chairs,373.91,1,0.0,44.87
ORD-10464,2024-10-06,2024-10-11,Second Class,Home Office,South,Tennessee,Office Supplies,Art,160.92,3,0.15,25.75
ORD-10465,2024-01-07,2024-01-09,Standard Class,Consumer,West,Oregon,Office Supplies,Paper,67.45,2,0.2,8.09
ORD-10466,2025-02-10,2025-02-16,Standard Class,Consumer,Central,Illinois,Office Supplies,Storage,160.22,7,0.1,32.04
ORD-10467,2023-11-14,2023-11-17,First Class,Home Office,South,Tennessee,Technology,Accessories,3069.11,5,0.0,552.44
ORD-10468,2025-06-26,2025-06-30,Second Class,Home Office,West,Arizona,Office Supplies,Paper,94.93,3,0.3,3.8
ORD-10469,2023-07-26,2023-07-27,Standard Class,Consumer,East,Pennsylvania,Technology,Accessories,5546.95,8,0.0,998.45
ORD-10470,2023-07-16,2023-07-23,Second Class,Corporate,East,Massachusetts,Technology,Phones,4857.41,9,0.0,874.33
ORD-10471,2025-04-27,2025-05-03,Standard Class,Home Office,West,Arizona,Technology,Accessories,4671.41,9,0.1,467.14
ORD-10472,2024-01-19,2024-01-24,Standard Class,Consumer,Central,Illinois,Office Supplies,Art,54.05,1,0.15,8.65
ORD-10473,2023-05-23,2023-05-25,Second Class,Consumer,East,New Jersey,Furniture,Bookcases,1491.07,4,0.15,-0.0
ORD-10474,2025-01-30,2025-01-31,First Class,Home Office,East,New York,Technology,Accessories,583.11,2,0.3,-34.99
ORD-10475,2023-08-07,2023-08-08,Second Class,Consumer,West,Washington,Technology,Phones,1298.38,2,0.15,77.9
ORD-10476,2024-10-14,2024-10-19,First Class,Consumer,Central,Illinois,Office Supplies,Art,98.27,2,0.1,19.65
ORD-10477,2023-03-27,2023-03-29,Standard Class,Consumer,South,Tennessee,Technology,Machines,1865.01,7,0.0,335.7
ORD-10478,2023-03-31,2023-04-05,First Class,Consumer,West,Oregon,Office Supplies,Paper,188.58,4,0.0,52.8
ORD-10479,2023-11-03,2023-11-08,Standard Class,Home Office,Central,Texas,Technology,Accessories,319.14,1,0.15,19.15
ORD-10480,2023-11-04,2023-11-06,Standard Class,Consumer,Central,Illinois,Office Supplies,Paper,160.07,5,0.2,19.21
ORD-10481,2025-01-14,2025-01-21,Standard Class,Consumer,Central,Michigan,Office Supplies,Art,320.43,8,0.0,89.72
ORD-10482,2025-07-03,2025-07-05,Standard Class,Consumer,West,Oregon,Furniture,Chairs,2213.48,6,0.0,265.62
ORD-10483,2025-07-13,2025-07-16,Second Class,Consumer,Central,Texas,Furniture,Tables,1256.61,3,0.1,50.26
ORD-10484,2025-05-08,2025-05-10,Second Class,Consumer,East,New York,Technology,Machines,2173.41,7,0.2,43.47
ORD-10485,2025-03-19,2025-03-22,Second Class,Consumer,South,North Carolina,Technology,Accessories,5498.89,8,0.2,109.98
ORD-10486,2024-03-17,2024-03-21,Second Class,Corporate,West,Oregon,Office Supplies,Paper,110.75,3,0.0,31.01
ORD-10487,2025-01-09,2025-01-15,Standard Class,Home Office,East,New Jersey,Office Supplies,Paper,74.25,2,0.3,2.97
ORD-10488,2025-05-21,2025-05-22,Standard Class,Consumer,East,New York,Furniture,Chairs,1105.2,7,0.15,0.0
ORD-10489,2024-01-26,2024-01-27,Standard Class,Consumer,West,California,Furniture,Furnishings,651.98,2,0.0,78.24
ORD-10490,2023-11-04,2023-11-05,Second Class,Corporate,East,Massachusetts,Furniture,Tables,1960.95,6,0.2,-78.44
ORD-10491,2023-01-05,2023-01-07,Standard Class,Home Office,East,Massachusetts,Furniture,Furnishings,188.06,1,0.15,0.0
ORD-10492,2023-07-23,2023-07-30,Standard Class,Corporate,East,New Jersey,Office Supplies,Binders,429.97,9,0.15,68.8
ORD-10493,2025-05-10,2025-05-11,Second Class,Consumer,West,California,Furniture,Furnishings,2089.75,9,0.1,83.59
ORD-10494,2024-08-13,2024-08-17,Standard Class,Consumer,East,New York,Office Supplies,Art,200.43,8,0.0,56.12
ORD-10495,2023-11-12,2023-11-15,First Class,Consumer,West,Washington,Office Supplies,Paper,52.19,1,0.1,10.44
ORD-10496,2025-04-11,2025-04-17,Standard Class,Consumer,South,Florida,Office Supplies,Art,352.44,9,0.0,98.68
ORD-10497,2024-11-07,2024-11-14,Standard Class,Home Office,Central,Ohio,Technology,Phones,896.38,2,0.2,17.93
ORD-10498,2025-01-22,2025-01-28,Standard Class,Consumer,East,Pennsylvania,Office Supplies,Paper,403.0,7,0.0,112.84
ORD-10499,2023-02-15,2023-02-19,Second Class,Consumer,South,Tennessee,Furniture,Bookcases,326.5,1,0.0,39.18
ORD-10500,2024-04-15,2024-04-19,Second Class,Consumer,West,Oregon,Office Supplies,Binders,122.69,4,0.0,34.35
ORD-10501,2023-01-23,2023-01-26,Standard Class,Corporate,West,Washington,Technology,Accessories,542.08,1,0.2,10.84
ORD-10502,2025-10-07,2025-10-11,First Class,Consumer,West,California,Office Supplies,Art,65.05,2,0.15,10.41
ORD-10503,2025-01-17,2025-01-22,First Class,Home Office,South,Florida,Office Supplies,Binders,77.39,3,0.2,9.29
ORD-10504,2025-11-04,2025-11-10,Standard Class,Corporate,Central,Michigan,Office Supplies,Paper,122.2,4,0.0,34.22
ORD-10505,2025-01-16,2025-01-23,Standard Class,Consumer,Central,Ohio,Office Supplies,Paper,231.05,6,0.2,27.73
ORD-10506,2023-11-14,2023-11-18,Standard Class,Consumer,South,Florida,Office Supplies,Paper,170.98,5,0.1,34.2
ORD-10507,2025-08-14,2025-08-17,Standard Class,Consumer,Central,Illinois,Office Supplies,Binders,34.2,1,0.1,6.84
ORD-10508,2023-12-17,2023-12-24,Standard Class,Consumer,South,Georgia,Office Supplies,Storage,284.6,5,0.2,34.15
ORD-10509,2023-06-15,2023-06-18,Same Day,Consumer,East,New Jersey,Furniture,Tables,2495.18,9,0.0,299.42
ORD-10510,2023-03-01,2023-03-03,Standard Class,Consumer,West,Arizona,Technology,Phones,3681.64,7,0.0,662.7
ORD-10511,2025-08-04,2025-08-05,Standard Class,Home Office,West,Arizona,Office Supplies,Binders,242.67,5,0.1,48.53
ORD-10512,2024-12-07,2024-12-10,Standard Class,Corporate,West,Arizona,Furniture,Tables,397.91,2,0.2,-15.92
ORD-10513,2024-03-15,2024-03-17,Second Class,Corporate,Central,Michigan,Office Supplies,Storage,68.34,2,0.0,19.14
ORD-10514,2025-09-19,2025-09-23,Standard Class,Consumer,East,New York,Office Supplies,Binders,220.76,6,0.2,26.49
ORD-10515,2025-05-15,2025-05-18,Standard Class,Corporate,East,New Jersey,Technology,Copiers,2394.19,4,0.0,430.95
ORD-10516,2023-09-27,2023-10-01,Standard Class,Consumer,Central,Texas,Office Supplies,Art,161.25,3,0.15,25.8
ORD-10517,2024-09-13,2024-09-17,Standard Class,Home Office,South,Florida,Technology,Accessories,3148.02,6,0.3,-188.88
ORD-10518,2023-10-02,2023-10-09,Same Day,Home Office,West,Washington,Office Supplies,Art,164.49,3,0.1,32.9
ORD-10519,2024-07-09,2024-07-11,First Class,Consumer,East,New York,Office Supplies,Art,307.89,7,0.15,49.26
ORD-10520,2025-01-20,2025-01-21,Same Day,Consumer,West,Arizona,Office Supplies,Storage,145.93,6,0.0,40.86
ORD-10521,2024-02-01,2024-02-05,Second Class,Corporate,West,Oregon,Furniture,Tables,264.81,1,0.0,31.78
ORD-10522,2023-03-30,2023-04-04,First Class,Consumer,Central,Michigan,Office Supplies,Paper,243.26,8,0.1,48.65
ORD-10523,2023-07-17,2023-07-24,Second Class,Home Office,West,California,Office Supplies,Storage,478.41,9,0.0,133.95
ORD-10524,2025-05-13,2025-05-16,Second Class,Consumer,West,Oregon,Technology,Accessories,2247.34,5,0.0,404.52
ORD-10525,2025-04-17,2025-04-20,Standard Class,Consumer,West,Oregon,Office Supplies,Storage,449.44,8,0.0,125.84
ORD-10526,2025-05-23,2025-05-25,Second Class,Consumer,East,New York,Office Supplies,Art,363.87,9,0.0,101.88
ORD-10527,2023-01-04,2023-01-06,Standard Class,Consumer,West,Arizona,Office Supplies,Binders,304.39,8,0.2,36.53
ORD-10528,2023-07-26,2023-07-28,Standard Class,Corporate,South,Georgia,Office Supplies,Art,201.08,7,0.2,24.13
ORD-10529,2024-03-25,2024-03-28,Standard Class,Consumer,East,Massachusetts,Technology,Phones,2476.44,4,0.5,-544.82
ORD-10530,2024-07-25,2024-07-31,Standard Class,Consumer,South,Florida,Office Supplies,Art,232.8,6,0.0,65.18
ORD-10531,2023-08-28,2023-09-02,Standard Class,Corporate,East,Massachusetts,Office Supplies,Art,46.71,1,0.2,5.61
ORD-10532,2025-04-05,2025-04-08,Standard Class,Consumer,South,Tennessee,Office Supplies,Paper,87.0,3,0.15,13.92
ORD-10533,2024-06-07,2024-06-13,Standard Class,Home Office,Central,Ohio,Technology,Machines,4531.09,8,0.1,453.11
ORD-10534,2024-09-25,2024-09-27,Second Class,Home Office,South,Florida,Office Supplies,Storage,177.98,5,0.0,49.83
ORD-10535,2023-08-17,2023-08-18,First Class,Consumer,Central,Michigan,Office Supplies,Binders,64.54,3,0.0,18.07
ORD-10536,2025-04-06,2025-04-12,Standard Class,Consumer,Central,Ohio,Technology,Machines,2232.23,5,0.0,401.8
ORD-10537,2025-11-18,2025-11-21,Standard Class,Consumer,West,Arizona,Furniture,Furnishings,801.7,5,0.2,-32.07
ORD-10538,2023-01-01,2023-01-05,Standard Class,Corporate,South,North Carolina,Furniture,Tables,402.42,2,0.3,-48.29
ORD-10539,2023-08-13,2023-08-18,Second Class,Corporate,East,New York,Furniture,Bookcases,860.53,2,0.15,0.0
ORD-10540,2024-02-29,2024-03-07,Second Class,Corporate,East,New Jersey,Furniture,Tables,1344.86,6,0.3,-161.38
ORD-10541,2024-03-08,2024-03-09,Standard Class,Corporate,Central,Texas,Office Supplies,Storage,73.14,3,0.3,2.93
ORD-10542,2023-07-02,2023-07-05,Standard Class,Consumer,West,Arizona,Office Supplies,Paper,183.74,5,0.3,7.35
ORD-10543,2023-05-14,2023-05-18,First Class,Consumer,South,Florida,Office Supplies,Binders,328.56,6,0.0,92.0
ORD-10544,2024-07-26,2024-07-30,Standard Class,Consumer,East,New York,Office Supplies,Storage,48.86,2,0.0,13.68
ORD-10545,2023-08-29,2023-09-04,First Class,Corporate,West,Arizona,Furniture,Tables,3665.07,9,0.1,146.6
ORD-10546,2023-08-27,2023-08-28,Standard Class,Consumer,East,Pennsylvania,Furniture,Bookcases,3584.57,9,0.0,430.15
ORD-10547,2023-05-26,2023-05-29,Standard Class,Consumer,East,New Jersey,Furniture,Bookcases,3348.24,9,0.0,401.79
ORD-10548,2023-11-08,2023-11-11,Standard Class,Home Office,West,California,Office Supplies,Binders,160.13,5,0.1,32.03
ORD-10549,2023-06-06,2023-06-10,Second Class,Consumer,West,California,Office Supplies,Binders,102.96,3,0.2,12.36
ORD-10550,2025-05-09,2025-05-16,Second Class,Consumer,East,Massachusetts,Office Supplies,Binders,415.07,7,0.3,16.6
ORD-10551,2023-01-31,2023-02-06,Second Class,Corporate,East,New York,Office Supplies,Paper,30.98,1,0.2,3.72
ORD-10552,2023-11-07,2023-11-09,Standard Class,Consumer,South,Georgia,Technology,Copiers,1500.51,2,0.1,150.05
ORD-10553,2025-04-16,2025-04-20,Standard Class,Home Office,West,California,Furniture,Bookcases,837.15,2,0.15,0.0
ORD-10554,2023-09-25,2023-09-27,First Class,Corporate,Central,Texas,Furniture,Furnishings,2039.01,8,0.0,244.68
ORD-10555,2024-04-15,2024-04-17,Standard Class,Consumer,West,California,Furniture,Bookcases,217.68,1,0.15,0.0
ORD-10556,2024-03-22,2024-03-23,First Class,Corporate,West,California,Office Supplies,Art,220.01,5,0.1,44.0
ORD-10557,2025-09-28,2025-10-03,Standard Class,Corporate,Central,Ohio,Office Supplies,Binders,344.69,7,0.0,96.51
ORD-10558,2025-04-05,2025-04-07,Standard Class,Consumer,East,New York,Office Supplies,Paper,233.67,7,0.15,37.39
ORD-10559,2025-04-29,2025-05-02,Same Day,Consumer,Central,Illinois,Technology,Machines,2674.51,4,0.15,160.47
ORD-10560,2023-03-12,2023-03-17,Second Class,Consumer,South,Georgia,Furniture,Chairs,2400.4,6,0.1,96.02
ORD-10561,2025-06-08,2025-06-10,Second Class,Home Office,West,Washington,Office Supplies,Binders,250.46,5,0.5,-30.06
ORD-10562,2024-08-02,2024-08-07,Second Class,Home Office,East,Pennsylvania,Office Supplies,Art,33.44,1,0.0,9.36
ORD-10563,2025-12-10,2025-12-17,Second Class,Corporate,East,Pennsylvania,Technology,Accessories,3745.73,6,0.1,374.57
ORD-10564,2025-04-05,2025-04-07,Standard Class,Consumer,West,Oregon,Office Supplies,Storage,203.9,9,0.0,57.09
ORD-10565,2025-09-25,2025-10-02,Standard Class,Consumer,South,North Carolina,Office Supplies,Paper,141.07,3,0.15,22.57
ORD-10566,2025-08-14,2025-08-21,Standard Class,Consumer,South,Tennessee,Office Supplies,Binders,231.39,6,0.0,64.79
ORD-10567,2025-11-14,2025-11-15,Standard Class,Corporate,West,Arizona,Office Supplies,Storage,344.62,8,0.15,55.14
ORD-10568,2024-02-01,2024-02-07,First Class,Consumer,Central,Texas,Office Supplies,Storage,34.32,1,0.0,9.61
ORD-10569,2024-08-03,2024-08-08,Standard Class,Home Office,South,Georgia,Technology,Copiers,3273.56,6,0.0,589.24
ORD-10570,2024-06-29,2024-07-06,Standard Class,Consumer,West,Arizona,Office Supplies,Paper,26.98,1,0.0,7.55
ORD-10571,2024-02-14,2024-02-21,Standard Class,Consumer,South,Tennessee,Office Supplies,Storage,439.41,7,0.0,123.03
ORD-10572,2024-08-19,2024-08-25,First Class,Home Office,East,Massachusetts,Office Supplies,Art,395.86,9,0.5,-47.5
ORD-10573,2023-05-15,2023-05-21,Standard Class,Corporate,East,Massachusetts,Furniture,Furnishings,1130.47,3,0.3,-135.66
ORD-10574,2025-08-07,2025-08-13,Standard Class,Home Office,West,Washington,Technology,Machines,3167.12,7,0.0,570.08
ORD-10575,2025-09-28,2025-10-03,Standard Class,Home Office,South,North Carolina,Technology,Copiers,4939.55,9,0.0,889.12
ORD-10576,2023-05-12,2023-05-18,Standard Class,Home Office,Central,Texas,Office Supplies,Art,310.83,7,0.1,62.17
ORD-10577,2024-11-25,2024-11-28,Standard Class,Consumer,Central,Michigan,Furniture,Tables,2913.24,9,0.15,-0.0
ORD-10578,2023-11-13,2023-11-19,Standard Class,Consumer,Central,Michigan,Furniture,Tables,332.83,2,0.0,39.94
ORD-10579,2023-07-27,2023-07-28,Standard Class,Consumer,Central,Ohio,Technology,Copiers,3687.95,5,0.15,221.28
ORD-10580,2023-10-05,2023-10-11,First Class,Consumer,South,Tennessee,Furniture,Chairs,2444.41,6,0.0,293.33
ORD-10581,2024-11-22,2024-11-28,First Class,Corporate,West,California,Technology,Phones,6559.08,9,0.0,1180.63
ORD-10582,2025-02-19,2025-02-26,First Class,Home Office,Central,Ohio,Office Supplies,Paper,218.22,9,0.3,8.73
ORD-10583,2025-04-25,2025-04-26,Standard Class,Home Office,Central,Illinois,Technology,Phones,1778.55,4,0.3,-106.71
ORD-10584,2024-05-13,2024-05-20,Standard Class,Consumer,West,California,Office Supplies,Art,49.13,2,0.0,13.76
ORD-10585,2023-02-07,2023-02-08,Same Day,Corporate,Central,Ohio,Furniture,Bookcases,1335.25,6,0.3,-160.23
ORD-10586,2025-12-29,2026-01-03,Second Class,Consumer,South,Florida,Office Supplies,Binders,95.72,2,0.0,26.8
ORD-10587,2025-06-29,2025-07-03,Standard Class,Home Office,South,Georgia,Technology,Copiers,1450.51,3,0.1,145.05
ORD-10588,2024-10-13,2024-10-19,Second Class,Consumer,Central,Ohio,Technology,Machines,2062.84,3,0.0,371.31
ORD-10589,2025-11-10,2025-11-11,Second Class,Corporate,West,Arizona,Technology,Copiers,2763.84,4,0.15,165.83
ORD-10590,2023-07-05,2023-07-12,Second Class,Consumer,West,California,Technology,Copiers,5197.97,9,0.15,311.88
ORD-10591,2023-09-10,2023-09-17,Standard Class,Consumer,Central,Texas,Office Supplies,Binders,353.71,6,0.15,56.59
ORD-10592,2024-03-22,2024-03-24,Second Class,Consumer,Central,Texas,Technology,Accessories,5368.17,9,0.1,536.82
ORD-10593,2023-09-15,2023-09-19,Second Class,Consumer,West,Oregon,Furniture,Chairs,1709.73,7,0.4,-341.95
ORD-10594,2024-06-30,2024-07-04,Standard Class,Home Office,West,Arizona,Office Supplies,Paper,289.16,6,0.3,11.57
ORD-10595,2025-03-18,2025-03-20,Standard Class,Consumer,East,New York,Office Supplies,Paper,365.64,6,0.15,58.5
ORD-10596,2024-04-16,2024-04-22,Standard Class,Corporate,Central,Ohio,Office Supplies,Binders,341.74,8,0.1,68.35
ORD-10597,2023-03-26,2023-03-31,Same Day,Consumer,East,Massachusetts,Office Supplies,Storage,115.13,5,0.0,32.24
ORD-10598,2023-02-21,2023-02-28,Same Day,Corporate,South,Tennessee,Technology,Accessories,2457.02,6,0.15,147.42
ORD-10599,2025-03-26,2025-03-28,Standard Class,Consumer,West,Washington,Office Supplies,Storage,207.72,7,0.1,41.54
ORD-10600,2024-05-21,2024-05-24,Standard Class,Home Office,West,Oregon,Office Supplies,Binders,46.92,1,0.2,5.63
ORD-10601,2024-02-09,2024-02-11,Standard Class,Consumer,West,Arizona,Office Supplies,Binders,309.18,7,0.1,61.84
ORD-10602,2023-05-27,2023-06-03,Standard Class,Corporate,West,Oregon,Furniture,Tables,2886.18,7,0.0,346.34
ORD-10603,2025-02-11,2025-02-17,Standard Class,Consumer,South,Florida,Furniture,Bookcases,1869.81,9,0.0,224.38
ORD-10604,2025-03-10,2025-03-13,Same Day,Consumer,West,Washington,Technology,Copiers,630.6,2,0.0,113.51
ORD-10605,2024-04-22,2024-04-28,Standard Class,Consumer,West,Oregon,Office Supplies,Paper,269.12,8,0.15,43.06
ORD-10606,2023-12-14,2023-12-20,Second Class,Consumer,Central,Ohio,Office Supplies,Art,167.24,4,0.1,33.45
ORD-10607,2024-11-02,2024-11-09,Standard Class,Home Office,Central,Texas,Technology,Phones,1086.64,2,0.15,65.2
ORD-10608,2024-01-19,2024-01-20,Second Class,Corporate,East,New York,Office Supplies,Art,402.21,9,0.15,64.35
ORD-10609,2025-11-14,2025-11-18,Standard Class,Home Office,West,Oregon,Furniture,Chairs,323.08,1,0.0,38.77
ORD-10610,2023-11-09,2023-11-16,Standard Class,Consumer,West,Washington,Technology,Copiers,3508.43,6,0.0,631.52
ORD-10611,2024-02-05,2024-02-11,Standard Class,Consumer,East,Massachusetts,Technology,Accessories,3394.95,8,0.2,67.9
ORD-10612,2024-03-09,2024-03-13,First Class,Consumer,Central,Michigan,Technology,Copiers,4577.76,7,0.0,824.0
ORD-10613,2023-07-12,2023-07-14,Second Class,Consumer,South,Tennessee,Office Supplies,Storage,87.23,2,0.2,10.47
ORD-10614,2025-10-18,2025-10-22,First Class,Corporate,East,Pennsylvania,Office Supplies,Art,56.12,2,0.0,15.71
ORD-10615,2023-11-27,2023-12-02,Standard Class,Consumer,West,Oregon,Furniture,Furnishings,2076.03,8,0.0,249.12
ORD-10616,2025-02-05,2025-02-07,Same Day,Home Office,West,California,Office Supplies,Storage,91.13,3,0.15,14.58
ORD-10617,2024-01-22,2024-01-25,Standard Class,Consumer,East,New York,Technology,Accessories,3836.24,7,0.1,383.62
ORD-10618,2023-07-15,2023-07-18,Standard Class,Corporate,West,Arizona,Technology,Machines,5247.77,9,0.1,524.78
ORD-10619,2024-10-09,2024-10-10,First Class,Home Office,West,Arizona,Office Supplies,Art,29.86,1,0.15,4.78
ORD-10620,2025-02-20,2025-02-23,Standard Class,Consumer,East,Massachusetts,Office Supplies,Paper,300.33,9,0.1,60.07
ORD-10621,2024-01-25,2024-01-31,Second Class,Consumer,Central,Ohio,Furniture,Furnishings,1075.22,7,0.5,-301.06
ORD-10622,2025-07-14,2025-07-17,Second Class,Consumer,West,Washington,Office Supplies,Storage,93.75,2,0.2,11.25
ORD-10623,2024-09-04,2024-09-09,Standard Class,Corporate,South,North Carolina,Technology,Accessories,1965.03,6,0.0,353.71
ORD-10624,2024-02-29,2024-03-06,First Class,Corporate,Central,Illinois,Technology,Copiers,342.94,1,0.0,61.73
ORD-10625,2023-04-20,2023-04-27,Standard Class,Consumer,East,Pennsylvania,Technology,Accessories,678.19,1,0.0,122.07
ORD-10626,2024-05-21,2024-05-26,Standard Class,Corporate,East,New York,Office Supplies,Paper,177.41,4,0.4,-7.1
ORD-10627,2024-09-04,2024-09-11,Second Class,Consumer,West,California,Office Supplies,Art,41.56,1,0.0,11.64
ORD-10628,2023-03-19,2023-03-21,Standard Class,Consumer,Central,Michigan,Technology,Machines,1441.03,3,0.0,259.39
ORD-10629,2024-06-04,2024-06-06,Standard Class,Corporate,Central,Illinois,Technology,Accessories,803.07,2,0.0,144.55
ORD-10630,2024-07-27,2024-07-30,Second Class,Consumer,West,Oregon,Office Supplies,Art,209.54,6,0.1,41.91
ORD-10631,2024-07-29,2024-08-02,Second Class,Corporate,Central,Ohio,Office Supplies,Paper,368.41,9,0.0,103.15
ORD-10632,2024-05-16,2024-05-22,Standard Class,Corporate,South,North Carolina,Furniture,Bookcases,866.17,4,0.5,-242.53
ORD-10633,2024-12-06,2024-12-11,Standard Class,Corporate,East,Massachusetts,Technology,Accessories,5137.75,8,0.1,513.78
ORD-10634,2023-01-10,2023-01-15,Standard Class,Corporate,West,Arizona,Technology,Machines,2913.79,4,0.1,291.38
ORD-10635,2024-06-07,2024-06-12,First Class,Home Office,Central,Ohio,Furniture,Chairs,1341.64,3,0.0,161.0
ORD-10636,2023-03-03,2023-03-09,Second Class,Corporate,East,New York,Furniture,Bookcases,3126.09,7,0.2,-125.04
ORD-10637,2025-07-21,2025-07-23,Standard Class,Consumer,East,New Jersey,Office Supplies,Paper,300.93,6,0.15,48.15
ORD-10638,2024-07-23,2024-07-24,Second Class,Consumer,Central,Texas,Furniture,Tables,323.87,1,0.1,12.95
ORD-10639,2023-11-11,2023-11-14,Second Class,Corporate,East,Pennsylvania,Office Supplies,Paper,100.58,4,0.0,28.16
ORD-10640,2024-01-30,2024-02-05,Second Class,Corporate,East,Pennsylvania,Technology,Accessories,2272.44,5,0.3,-136.35
ORD-10641,2023-11-27,2023-12-01,Standard Class,Consumer,West,Oregon,Office Supplies,Paper,216.63,8,0.15,34.66
ORD-10642,2023-02-20,2023-02-23,Standard Class,Consumer,East,Pennsylvania,Office Supplies,Art,44.05,2,0.15,7.05
ORD-10643,2023-12-04,2023-12-11,Second Class,Consumer,South,North Carolina,Office Supplies,Art,386.28,7,0.4,-15.45
ORD-10644,2023-07-03,2023-07-05,Standard Class,Consumer,South,North Carolina,Furniture,Bookcases,1862.72,7,0.0,223.53
